Date,ss2,ss3,ss5,ss7,ss10,ss20,ss30,s1,s2,s3,s5,s7,s10,s20,s30,ust1m,ust2m,ust3m,ust6m,ust1y,ust2y,ust3y,ust5y,ust7y,ust10y,ust20y,ust30y,inf1y,inf2y,inf3y,inf5y,inf7y,inf10y,inf20y,inf30y,be5,be10,be20,be30,ry5,ry10,ry30
7/5/2022,27.43518,10.80875,3.30358,-1.0582,7.73,-31.0623,-23.81914,3.18467,3.08866,2.92561,2.84833,2.84689,2.88634,2.98718,2.79373,1.24823,1.61651,1.87437,2.55677,2.73527,2.81433,2.81754,2.8153,2.85748,2.80904,3.29781,3.03192,4.24693,3.44015,3.10608,2.81509,2.65437,2.63979,2.43854,2.39627,254.7,232.1,222.73998,220.5,0.2683,0.48804,0.82692
7/6/2022,26.90604,10.34872,3.41954,-0.35359,8.23703,-34.18047,-25.96987,3.27233,3.22888,3.08004,2.98182,2.96817,2.99288,3.06318,2.85796,1.26851,1.61134,1.87939,2.56197,2.75907,2.95889,2.97662,2.94767,2.97174,2.91053,3.405,3.11767,4.03504,3.32058,3.03391,2.77246,2.62491,2.61856,2.43019,2.38695,250.5,230.1,223.93305,219.7,0.44267,0.60953,0.92067
7/7/2022,27.45682,10.00834,3.33909,-0.54698,8.946,-30.80897,-25.35789,3.34996,3.31326,3.16376,3.08652,3.07408,3.09606,3.1502,2.94114,1.41613,1.67753,1.92023,2.59819,2.84161,3.03972,3.06368,3.05313,3.07955,3.00659,3.45828,3.19472,4.02001,3.35033,3.04917,2.80111,2.66572,2.63626,2.44399,2.398,255.4,233.4,224.8432,221.3,0.49913,0.67259,0.98172
7/8/2022,28.74757,10.0126,3.70031,-0.1263,9.11566,-30.27557,-25.07689,3.43176,3.4066,3.2574,3.17655,3.16686,3.19017,3.23365,3.01741,1.47186,1.81492,1.91481,2.62363,2.93716,3.11912,3.15727,3.13955,3.16812,3.09901,3.5364,3.26817,4.06246,3.44246,3.14417,2.89972,2.7496,2.68747,2.48258,2.42921,264.2,238.5,228.34875,224.3,0.49755,0.71401,1.02517
7/11/2022,26.24793,7.77766,1.89742,-0.97262,8.33176,-29.02597,-24.66314,3.38255,3.33013,3.17828,3.06826,3.05334,3.07333,3.13973,2.93246,1.54802,1.88111,2.13053,2.74933,2.96903,3.06765,3.1005,3.04929,3.06307,2.99,3.42998,3.17909,3.93502,3.35962,3.08784,2.85273,2.7091,2.64201,2.43773,2.38396,258.4,233.2,222.20679,218.9,0.46529,0.658,0.99009
7/12/2022,24.41652,5.65714,0.84267,-1.54887,7.76698,-28.28707,-24.63371,3.34566,3.28504,3.13484,3.02281,3.01018,3.03437,3.09851,2.88939,1.54287,1.9014,2.16115,2.74412,3.08293,3.04191,3.07827,3.01438,3.02567,2.95669,3.38137,3.13572,3.56003,3.14014,2.9414,2.77986,2.66207,2.6223,2.43491,2.39445,252.1,231.6,220.26428,218.19868,0.49338,0.64069,0.9537332
7/13/2022,25.87978,6.08662,0.67842,-1.20705,8.24682,-30.2582,-24.10848,3.54553,3.40213,3.1997,3.02442,2.98434,2.98752,3.0366,2.82573,1.67491,1.96249,2.37123,2.91095,3.20156,3.14023,3.13883,3.01764,2.99641,2.90505,3.33918,3.06681,3.6403,3.16985,2.97032,2.79429,2.6736,2.62871,2.44655,2.40775,253.9,232.5,224.13747,219.9,0.47864,0.58005,0.86781
7/14/2022,27.99039,7.43538,0.81033,-1.61732,7.93295,-29.1382,-25.13713,3.53798,3.4234,3.22975,3.06982,3.03298,3.03699,3.07135,2.85142,1.6037,2.09581,2.36082,2.88986,3.16351,3.14246,3.15537,3.0617,3.04914,2.95765,3.36272,3.10279,3.56666,3.16005,2.9781,2.81789,2.70214,2.6528,2.46647,2.42423,257.9,234.9496,224.14295,221.3,0.4827,0.608154,0.88979
7/15/2022,26.34424,7.29314,-0.42955,-2.94802,7.09199,-30.47959,-26.56444,3.48746,3.39598,3.2176,3.04688,3.00013,2.99997,3.03988,2.82764,1.86832,2.1822,2.3091,2.85789,3.09265,3.13254,3.14465,3.05116,3.0296,2.92904,3.34467,3.09328,3.74747,3.26689,3.0536,2.85116,2.74053,2.6804,2.49461,2.44645,260,236.46323,225.58923,222.9,0.45116,0.5644077,0.86428
7/18/2022,24.64722,8.30654,-0.87147,-3.47331,6.75842,-32.41721,-26.925,3.48614,3.4042,3.23613,3.05938,3.02034,3.02623,3.07326,2.86446,1.91399,2.15745,2.44851,2.98403,3.14086,3.15773,3.15305,3.06809,3.05507,2.95864,3.39743,3.13371,3.94007,3.38948,3.14957,2.9112,2.77912,2.69494,2.50521,2.45326,266.5,238,229.37206,223.7,0.40309,0.57864,0.89671
7/19/2022,24.76792,8.33222,-1.38724,-3.91716,6.59857,-31.82686,-26.95295,3.53282,3.47669,3.31413,3.13535,3.08716,3.08318,3.11463,2.90672,1.83763,2.17264,2.46888,3.00491,3.18909,3.22901,3.23079,3.14921,3.12632,3.01718,3.43289,3.17625,4.02852,3.46236,3.20937,2.95068,2.81516,2.71994,2.52461,2.46757,269.7,240,229.81335,224.8,0.45221,0.61718,0.92825
7/20/2022,24.11561,8.25643,-1.16015,-3.61791,7.03062,-30.76315,-25.30268,3.55291,3.49037,3.32882,3.165,3.11395,3.10524,3.12305,2.91478,1.84771,2.18783,2.46358,2.99447,3.19959,3.24921,3.24626,3.1766,3.15013,3.03493,3.43068,3.16781,4.01965,3.45726,3.205,2.94044,2.80415,2.70757,2.50837,2.44643,268.5,239,227.55714,221.67932,0.4916,0.64493,0.9510168
7/21/2022,24.02162,8.63128,-0.8935,-2.78324,7.34942,-31.30501,-24.76041,3.45161,3.33466,3.15661,2.9983,2.96718,2.98043,3.01745,2.82299,2.01104,2.17749,2.43263,2.95768,3.10237,3.09444,3.0703,3.00724,2.99501,2.90694,3.3305,3.07059,3.84471,3.32343,3.0769,2.83471,2.71729,2.63498,2.44773,2.40002,258.6,232,223.82073,216.5,0.42124,0.58694,0.90559
7/22/2022,22.03903,7.6331,-0.8564,-2.86033,7.15939,-31.07499,-24.44906,3.36359,3.21026,3.01947,2.86319,2.83229,2.852,2.92829,2.75061,2.08191,2.18731,2.43727,2.93088,3.01559,2.98987,2.94314,2.87175,2.86089,2.78041,3.23904,2.9951,3.79018,3.29308,3.0647,2.83618,2.7156,2.63121,2.44719,2.40813,257.9,234.5,224.34367,217.8,0.29275,0.43541,0.8171
7/25/2022,23.28531,8.32905,-0.0109,-2.42814,7.59003,-32.14058,-25.16769,3.41996,3.2653,3.06508,2.89941,2.86982,2.89465,2.97104,2.79635,2.04191,2.20853,2.51525,2.93752,3.06906,3.03244,2.98179,2.89952,2.8941,2.81875,3.29245,3.04803,3.89004,3.3649,3.11499,2.87122,2.75222,2.66946,2.47887,2.4287,260.5,236.7,226.39215,219.2,0.29452,0.45175,0.85603
7/26/2022,23.51929,8.74036,1.45058,-1.70758,7.72368,-31.58092,-24.10683,3.41364,3.27577,3.07746,2.89151,2.84908,2.86308,2.93774,2.76619,2.11813,2.24926,2.50995,2.95294,3.06343,3.04056,2.99006,2.87695,2.86616,2.78584,3.25355,3.00726,3.80069,3.30753,3.07492,2.85876,2.74225,2.67101,2.47614,2.42049,258.5,235.7,226.93046,218.39094,0.29195,0.42884,0.8233506
7/27/2022,25.03939,10.67904,2.6802,-0.13406,8.38869,-32.02375,-24.21774,3.35711,3.21891,3.01238,2.81978,2.78585,2.81419,2.91664,2.75861,2.13327,2.24912,2.43279,2.91095,2.97193,2.96758,2.90559,2.79297,2.78719,2.7303,3.23688,3.00079,3.87504,3.38586,3.14623,2.92246,2.80364,2.73253,2.53288,2.47252,261.07463,243,231.20983,224,0.1822237,0.3003,0.76079
7/28/2022,25.87628,10.93902,3.45341,0.73326,8.02716,-33.47989,-24.84436,3.30459,3.13399,2.92638,2.73657,2.71482,2.76074,2.91499,2.78979,2.1128,2.17238,2.37107,2.8325,2.92346,2.87553,2.81707,2.70209,2.70748,2.68046,3.24978,3.03823,3.83583,3.38765,3.168,2.96515,2.84588,2.77124,2.5679,2.50575,271.4,248,233.15521,226.7,-0.01191,0.20046,0.77123
7/29/2022,26.16637,10.85831,3.37328,-0.15537,7.40876,-34.08986,-26.74121,3.34092,3.15724,2.93203,2.72658,2.68507,2.71383,2.83989,2.70838,2.14803,2.1822,2.36036,2.85789,2.96025,2.89558,2.82345,2.69282,2.6866,2.63971,3.18077,2.97578,3.91485,3.45438,3.23789,3.04695,2.91883,2.83868,2.62293,2.54734,278.8,254.5,239.19865,230.2,-0.09518,0.09471,0.67378
8/1/2022,26.11589,10.82721,3.4547,-0.85552,5.99917,-34.47642,-29.02325,3.35339,3.16864,2.9315,2.70132,2.64845,2.66459,2.77151,2.63438,2.18351,2.25353,2.49985,2.93704,2.99216,2.90758,2.82328,2.66677,2.657,2.60458,3.11626,2.9246,3.83217,3.41379,3.20456,3.02218,2.89571,2.80635,2.58474,2.51224,276.9,251.6,232.61547,225.4,-0.10223,0.08858,0.6706
8/2/2022,26.56082,9.98736,4.03263,0.31933,7.11733,-33.2232,-27.62576,3.47171,3.34281,3.13152,2.89931,2.82517,2.81127,2.86556,2.70678,2.16812,2.20328,2.49968,2.96836,3.11532,3.07731,3.03171,2.85901,2.82199,2.74009,3.19779,2.98304,3.79751,3.38002,3.1786,3.00382,2.87703,2.77454,2.5466,2.4728,273.5,248.2,230.62525,221.9,0.12401,0.25809,0.76404
8/3/2022,28.46493,12.32427,4.65061,1.29796,7.54643,-32.83787,-28.01514,3.51237,3.39154,3.17446,2.9174,2.83938,2.8228,2.86088,2.69565,2.14766,2.18783,2.46871,2.96314,3.14728,3.10699,3.05128,2.87093,2.82642,2.74734,3.18926,2.9758,3.7,3.37748,3.19004,3.0203,2.89353,2.78948,2.56459,2.49678,275.9,250.2,232.54257,224.8,0.11193,0.24534,0.7278
8/4/2022,27.74799,10.81804,4.52352,1.16799,6.49946,-32.71078,-28.90839,3.47819,3.3119,3.07558,2.81961,2.74537,2.73876,2.81598,2.67023,2.08227,2.24898,2.44289,2.94203,3.10942,3.03455,2.96749,2.77443,2.73373,2.67379,3.1431,2.95933,3.51503,3.29008,3.11125,2.93284,2.8267,2.73119,2.52032,2.46448,268.9,245.5,227.77668,222.7,0.08543,0.21879,0.73233
8/5/2022,27.12645,9.19729,4.41574,1.02336,6.40618,-33.65223,-29.06917,3.66082,3.51858,3.28396,3.01761,2.92723,2.90191,2.93755,2.77431,2.11243,2.30983,2.49369,3.05613,3.26447,3.24629,3.19199,2.97345,2.917,2.83785,3.27407,3.065,3.47004,3.26774,3.11068,2.9442,2.8462,2.75623,2.54519,2.48897,268.3,247,233.15644,225.9,0.29045,0.36785,0.806
8/8/2022,26.90982,8.61025,3.40564,-0.5628,5.14149,-36.05159,-30.04649,3.65125,3.48372,3.23033,2.94357,2.84427,2.81319,2.85542,2.69636,2.14791,2.35159,2.59742,3.11465,3.28839,3.21462,3.14423,2.90951,2.8499,2.76178,3.21594,2.99682,3.42004,3.23502,3.09426,2.95206,2.85446,2.75995,2.54275,2.48384,269.7,248,234.06203,226,0.21251,0.28178,0.73682
8/9/2022,26.02023,9.24715,2.88297,-0.36863,5.18552,-36.76408,-29.4445,3.67861,3.54533,3.30597,3.00762,2.894,2.84837,2.87514,2.70968,2.15795,2.36166,2.61265,3.1251,3.35293,3.28513,3.2135,2.97879,2.89769,2.79651,3.24278,3.00412,3.49999,3.27733,3.12012,2.95024,2.8459,2.73929,2.51215,2.44549,270.1,246.8,233.26569,223.3,0.27779,0.32851,0.77112
8/10/2022,26.83341,9.39871,3.41677,0.01494,5.19909,-39.00853,-30.58103,3.60788,3.4814,3.23961,2.95492,2.85898,2.83158,2.88615,2.73499,2.16291,2.38194,2.58678,3.0467,3.26638,3.21307,3.09336,2.92075,2.85883,2.77959,3.27624,3.0408,3.41001,3.20052,3.07004,2.911,2.79963,2.70977,2.49744,2.43895,265.6,244.1,232.69366,222.9,0.26475,0.33859,0.8118
8/11/2022,29.33289,11.04031,4.35719,0.34705,5.37181,-38.28602,-29.2519,3.6372,3.52115,3.28491,3.03029,2.95303,2.94038,3.00992,2.86448,2.13315,2.39201,2.54553,3.036,3.27149,3.22678,3.17451,2.98672,2.94956,2.88666,3.39278,3.157,3.36746,3.19997,3.09363,2.94515,2.83368,2.74124,2.53112,2.47221,270.9,248,234.95286,226.1,0.27772,0.40666,0.896
8/12/2022,30.73346,12.29433,4.65694,0.4175,5.14449,-38.09773,-30.97658,3.66499,3.56197,3.31535,3.02246,2.92816,2.8999,2.95517,2.80703,2.13277,2.44262,2.56039,3.05091,3.27601,3.25568,3.19241,2.97589,2.92399,2.84846,3.33615,3.1168,3.41005,3.26104,3.12206,2.96254,2.84481,2.7442,2.52968,2.46669,271,247.8,232.55611,225.3,0.26589,0.37046,0.8638
8/15/2022,30.31586,11.81161,3.65385,-1.14603,3.81578,-40.48905,-32.45048,3.63223,3.50503,3.24997,2.94911,2.85152,2.8287,2.90559,2.7715,2.18351,2.42315,2.62311,3.10419,3.24332,3.20187,3.13185,2.91257,2.86298,2.79054,3.31048,3.096,3.30001,3.18342,3.06166,2.88939,2.78129,2.68775,2.47498,2.414,265.7,244.4,232.34771,222.4,0.25557,0.34654,0.872
8/16/2022,29.93696,11.43768,3.30339,-1.1482,4.31503,-38.48247,-31.94187,3.65758,3.54943,3.3041,2.99111,2.89125,2.86625,2.9344,2.79452,2.17321,2.43321,2.64861,3.09896,3.27542,3.25006,3.18972,2.95808,2.90273,2.8231,3.31922,3.11394,3.17999,3.12195,3.02912,2.87755,2.77776,2.68622,2.48321,2.42769,265.5,245,233.39716,224.4,0.30308,0.3731,0.86994
8/17/2022,32.21935,11.91801,3.66618,-0.89676,4.97754,-38.58867,-31.04729,3.68794,3.61644,3.39329,3.08261,2.978,2.94381,2.99011,2.83466,2.1324,2.44327,2.63814,3.10419,3.28593,3.29425,3.27411,3.04595,2.98697,2.89403,3.37606,3.14513,3.25877,3.16375,3.07609,2.91145,2.80222,2.70368,2.497,2.43699,269.4,246.7,236.23705,225.2,0.35195,0.42703,0.89313
8/18/2022,35.19579,12.09491,3.3024,-0.97625,4.85656,-38.23678,-31.98462,3.67086,3.58591,3.36607,3.06272,2.96084,2.92804,2.97796,2.81952,2.13315,2.44311,2.64309,3.08825,3.24785,3.23395,3.24512,3.0297,2.9706,2.87947,3.3604,3.13937,3.17997,3.14109,3.07476,2.93997,2.8404,2.74496,2.54772,2.49522,273.5,252,241.69624,232.4,0.2947,0.35947,0.81537
8/19/2022,35.2353,12.28361,3.25924,-1.10929,5.3294,-37.42568,-31.67982,3.68164,3.61657,3.41493,3.14576,3.0605,3.04103,3.08075,2.90742,2.13277,2.47327,2.66305,3.10836,3.26047,3.26317,3.2926,3.11319,3.07161,2.98774,3.45502,3.22422,3.16002,3.16769,3.10959,2.9794,2.88795,2.80218,2.60974,2.56202,275.2,256.1,247.48292,238.2,0.36119,0.42674,0.84222
8/22/2022,37.98398,13.96977,4.01041,-0.61844,6.33034,-37.02403,-31.02275,3.7613,3.71542,3.51267,3.21602,3.12193,3.09727,3.11834,2.92952,2.17334,2.5344,2.75694,3.15703,3.33844,3.33612,3.37355,3.17596,3.12815,3.03399,3.48859,3.23981,3.14006,3.18761,3.13987,3.01072,2.91053,2.82702,2.62454,2.56792,277.7,258.20339,249.48227,238.8,0.39896,0.4519561,0.85181
8/23/2022,34.85705,14.03567,4.87552,0.56331,7.96619,-34.46937,-29.56102,3.74573,3.68057,3.48846,3.22838,3.14543,3.13225,3.15384,2.95938,2.15795,2.4741,2.74645,3.15152,3.30574,3.3325,3.34861,3.17965,3.13989,3.0526,3.49854,3.25505,3.2444,3.28496,3.23804,3.0384,2.92777,2.83209,2.63149,2.57754,281,258.7,248.8537,240,0.36965,0.4656,0.85505
8/24/2022,33.08462,13.76644,6.79862,-0.03357,8.07821,-33.7907,-29.11187,3.77213,3.7157,3.52829,3.2728,3.19505,3.18555,3.21739,3.0284,2.16291,2.50972,2.77194,3.2088,3.34862,3.38543,3.39071,3.20486,3.19549,3.10479,3.55523,3.31958,3.2925,3.36936,3.29729,3.09687,2.96744,2.87378,2.66794,2.60879,286.7,263,251.92291,243.5,0.33786,0.47479,0.88458
8/25/2022,33.75779,14.71561,7.63261,2.58008,8.7603,-32.62609,-28.59995,3.79399,3.71256,3.51152,3.23498,3.1346,3.11101,3.1335,2.94708,2.23493,2.5351,2.79229,3.21375,3.34832,3.37319,3.36294,3.15647,3.1084,3.02306,3.45997,3.23309,3.16388,3.26366,3.22935,3.07534,2.94123,2.84889,2.63955,2.57121,285,261,246.69,240,0.30647,0.41306,0.83309
8/26/2022,33.1989,14.25931,7.56,2.00633,8.22216,-32.55831,-28.8526,3.80489,3.71538,3.52879,3.26875,3.15283,3.11331,3.10721,2.91148,2.31083,2.62656,2.82762,3.22336,3.37168,3.39155,3.39155,3.19482,3.13627,3.03436,3.43696,3.20373,3.08379,3.21403,3.20185,3.05303,2.92204,2.838,2.62725,2.56379,279.9,258.4,246.22294,239,0.39582,0.45036,0.81373
8/29/2022,34.96003,14.36824,8.3947,2.40014,8.78793,-32.89461,-28.40698,3.85073,3.77584,3.59169,3.34806,3.23938,3.19771,3.16997,2.96319,2.35647,2.61747,2.91616,3.33446,3.43348,3.42624,3.44801,3.26234,3.21412,3.10892,3.49802,3.24622,3.06009,3.16938,3.16384,3.02009,2.90327,2.82845,2.62185,2.56259,276.5,257.6,247.88091,239.1,0.49734,0.53292,0.85522
8/30/2022,35.98798,15.36728,8.85837,3.35782,9.45268,-32.54626,-27.45338,3.8871,3.82494,3.6273,3.36291,3.25085,3.20259,3.15931,2.94431,2.3258,2.61728,2.92107,3.3397,3.48721,3.46403,3.47363,3.27433,3.21727,3.10806,3.48477,3.21884,2.91262,3.08967,3.09841,2.98153,2.86608,2.79627,2.59725,2.54324,273.4,255.5,247.89329,238.7,0.54033,0.55306,0.83184
8/31/2022,35.60647,14.64272,7.89858,1.89954,8.94074,-32.80935,-27.54883,3.86852,3.805,3.60624,3.36281,3.26088,3.22095,3.1899,2.97838,2.31039,2.65801,2.92598,3.3397,3.5031,3.44894,3.45981,3.28382,3.24188,3.13154,3.51799,3.25387,2.75424,3.00214,3.01363,2.88785,2.78349,2.72492,2.5472,2.50248,263.5,248,243.06275,234.5,0.64882,0.65154,0.90887
9/1/2022,35.8632,14.37523,7.30185,2.16525,9.21218,-34.20859,-28.68109,3.93919,3.87852,3.69148,3.48086,3.39294,3.35582,3.30569,3.0867,2.28482,2.6885,2.93603,3.3656,3.5244,3.52092,3.54773,3.40784,3.37129,3.2637,3.64778,3.37351,2.77002,2.99992,2.98992,2.8365,2.74221,2.69202,2.51834,2.48476,258.4,244.7,242.67697,233.6,0.82384,0.8167,1.03751
9/2/2022,35.87827,14.46925,7.43102,2.37341,9.52723,-35.28877,-29.26151,3.83056,3.75535,3.57473,3.36792,3.29931,3.28463,3.25983,3.05005,2.45315,2.70815,2.89397,3.33294,3.47441,3.39657,3.43004,3.29361,3.27558,3.18936,3.61272,3.34267,2.78248,2.99365,2.97494,2.85045,2.76232,2.71628,2.54963,2.52282,260.4,247,246.25508,237.2,0.68961,0.71936,0.97067
9/6/2022,37.43163,13.2038,6.77686,1.73802,8.00827,-36.84018,-32.18381,3.94216,3.87416,3.6986,3.51006,3.44021,3.41879,3.37815,3.15987,2.36141,2.56614,2.99825,3.42882,3.63523,3.49984,3.56656,3.44229,3.42283,3.33871,3.74655,3.48171,2.73,2.97512,2.9644,2.84852,2.76473,2.72574,2.56939,2.54827,260.1,248.2,247.98422,240.2,0.84129,0.85671,1.07971
9/7/2022,37.2848,13.49616,6.90198,1.74081,7.81958,-35.37963,-31.73186,3.92191,3.81927,3.62651,3.42746,3.36109,3.3426,3.30435,3.08701,2.19342,2.56596,3.01859,3.43931,3.62435,3.44642,3.49155,3.35844,3.34368,3.2644,3.65815,3.40433,2.56507,2.88496,2.88738,2.79848,2.72027,2.68731,2.53513,2.51968,255.1,245.1049,245.33218,238.6,0.80744,0.813351,1.01833
9/8/2022,36.33336,11.71888,6.30735,1.11779,7.36581,-35.44116,-31.79814,3.95428,3.85342,3.65885,3.45883,3.38812,3.36389,3.33576,3.12266,2.48945,2.56578,3.02348,3.45996,3.6131,3.49009,3.54166,3.39576,3.37694,3.29023,3.69017,3.44064,2.47996,2.82544,2.84237,2.75939,2.68344,2.64757,2.50903,2.50147,251.3,241.5,243.80333,237.4,0.88276,0.87523,1.06664
9/9/2022,34.1224,10.54688,6.20063,1.30126,7.25204,-35.42023,-31.81632,4.00531,3.91122,3.71393,3.50678,3.42605,3.39275,3.35154,3.13724,2.51439,2.74925,3.03302,3.53764,3.67732,3.57,3.60846,3.44477,3.41304,3.32023,3.70574,3.4554,2.54015,2.8506,2.86967,2.79519,2.71487,2.65511,2.51027,2.4879,256.1,242.5,243.13417,236.5,0.88377,0.89523,1.0904
9/12/2022,33.39326,11.61946,5.82048,1.48083,7.01075,-35.23798,-31.73188,3.99408,3.90329,3.71269,3.5153,3.44977,3.43075,3.40073,3.1952,2.51421,2.68397,3.10147,3.57576,3.68239,3.56936,3.5965,3.4571,3.43496,3.36064,3.75311,3.51252,2.58242,2.87837,2.88906,2.79977,2.72158,2.66238,2.50927,2.48296,256.5,243,240.75832,235,0.8921,0.93064,1.16252
9/13/2022,36.1191,14.11817,5.78416,1.28991,6.66906,-35.00869,-31.45067,4.24411,4.11611,3.89536,3.64797,3.54405,3.48917,3.41059,3.19261,2.46825,2.80146,3.19906,3.77553,3.94663,3.75387,3.75418,3.59013,3.53115,3.42248,3.76068,3.50712,2.82,3.00374,2.98095,2.8718,2.77327,2.6901,2.52035,2.48465,263,245,240.60623,235,0.96013,0.97248,1.15712
9/14/2022,38.58473,15.46936,6.39543,1.98442,7.01951,-35.15179,-30.71608,4.2851,4.16663,3.93399,3.65781,3.544,3.48027,3.38486,3.16083,2.44773,2.77055,3.20393,3.79132,3.97628,3.78078,3.7793,3.59386,3.52416,3.41007,3.73638,3.46799,2.91982,3.07973,3.04056,2.91325,2.80207,2.70509,2.52462,2.48649,268.7,246.9,242.8392,235.4,0.90686,0.94107,1.11399
9/15/2022,41.1014,18.22246,7.78997,2.43655,7.615,-34.03823,-29.38564,4.39634,4.28277,4.03918,3.75149,3.61874,3.53392,3.41555,3.18484,2.49963,2.80615,3.1779,3.80671,4.02511,3.87097,3.85787,3.6733,3.59437,3.45768,3.7561,3.47878,2.85142,3.03694,3.00625,2.87975,2.77873,2.69617,2.52251,2.48248,264.6,245.3,242.73272,234.4,1.0273,1.00468,1.13478
9/16/2022,38.32999,17.97264,8.39665,2.84282,7.3706,-35.83719,-30.27918,4.36992,4.24016,3.99416,3.70866,3.58944,3.52028,3.43395,3.21467,2.57038,2.83107,3.1462,3.795,3.99095,3.85755,3.81379,3.62471,3.56102,3.44652,3.7923,3.51766,2.77657,2.94092,2.90398,2.78123,2.70294,2.62998,2.47535,2.4425,254.5,238.30296,238.58962,230.37642,1.07971,1.0634904,1.2138958
9/19/2022,37.45513,17.60134,8.62044,2.97465,7.18828,-32.67907,-29.09242,4.42718,4.31987,4.0744,3.77737,3.6443,3.55941,3.44513,3.21319,2.5702,2.90407,3.27664,3.84477,4.07806,3.94532,3.89839,3.69117,3.61455,3.48753,3.77192,3.50411,2.69525,2.8925,2.85373,2.72911,2.65599,2.59078,2.4341,2.40072,249.3,234.7,233.73034,226.69841,1.19817,1.14053,1.2371259
9/20/2022,38.22218,18.11761,9.14862,2.38918,6.7675,-32.29424,-30.05271,4.44388,4.34442,4.11654,3.84232,3.71843,3.63856,3.52048,3.27983,2.49878,2.92432,3.27635,3.8549,4.06119,3.9622,3.93536,3.75083,3.69454,3.57089,3.84342,3.58036,2.69488,2.913,2.88861,2.77702,2.71099,2.65182,2.49352,2.45973,253.6999,240.3,239.20657,232.1,1.213831,1.16789,1.25936
9/21/2022,39.50262,19.54464,9.50425,2.65775,6.62379,-29.98647,-30.34326,4.48884,4.38788,4.1339,3.80798,3.66755,3.57653,3.45758,3.2143,2.48843,2.90361,3.2709,3.88609,4.07168,3.99298,3.93854,3.71299,3.64101,3.51032,3.75746,3.51774,2.71999,2.92515,2.89873,2.78004,2.70919,2.64544,2.48316,2.4475,253.5,239.8,235.57165,231,1.17799,1.11232,1.20774
9/22/2022,40.75216,15.63004,8.23767,0.98691,5.18477,-32.4828,-31.67515,4.60003,4.53298,4.29512,4.00876,3.86326,3.75772,3.5875,3.32077,2.59129,2.93408,3.2191,3.88568,4.10954,4.12545,4.13885,3.92641,3.8534,3.70586,3.91232,3.63752,2.71997,2.91235,2.88492,2.77127,2.70507,2.64866,2.48128,2.43746,251,240,236.63003,229,1.41641,1.30586,1.34752
9/23/2022,40.3187,14.94141,7.34639,0.34562,4.32691,-35.80564,-35.76395,4.65478,4.61521,4.3757,4.05692,3.87629,3.7389,3.53596,3.25319,2.56529,2.92314,3.18222,3.87918,4.15195,4.21185,4.22617,3.98338,3.87277,3.69558,3.89398,3.61105,2.52001,2.76484,2.76045,2.69027,2.64082,2.60368,2.44473,2.40782,244,237,234.04356,227,1.54338,1.32558,1.34105
9/26/2022,35.14834,7.65656,5.09602,-2.47185,1.79945,-38.81718,-39.13926,4.63701,4.65848,4.47136,4.20857,4.03935,3.89669,3.63042,3.30491,2.61091,2.95015,3.30242,3.98623,4.18434,4.307,4.39479,4.15761,4.06407,3.87869,4.01859,3.69655,2.35408,2.62534,2.6487,2.64196,2.5977,2.56809,2.40894,2.3751,238.2,233.3,230.30409,223.8,1.77561,1.54569,1.45855
9/27/2022,28.69036,2.98486,0.44514,-6.09421,-0.81537,-42.75508,-44.41083,4.56691,4.5925,4.42828,4.21654,4.07723,3.95328,3.70977,3.38349,2.62599,2.95504,3.30727,3.94405,4.16743,4.3056,4.39843,4.21209,4.13817,3.96143,4.13732,3.82785,2.29998,2.63244,2.66609,2.64203,2.59509,2.56191,2.4049,2.36743,238.2,232.7,230.64732,222.71821,1.83009,1.63443,1.6006679
9/28/2022,31.11744,8.45748,5.42332,3.33638,5.12253,-40.18212,-40.17194,4.46548,4.40301,4.20518,3.9744,3.85728,3.75644,3.5817,3.27832,2.48843,2.90361,3.33274,3.89663,3.99751,4.09184,4.12061,3.92017,3.82392,3.70521,3.98352,3.68004,2.45991,2.72867,2.74255,2.66024,2.60295,2.55509,2.39214,2.34503,241.5,233.4,228.39803,221,1.50517,1.37121,1.47004
9/29/2022,28.77136,7.14706,4.91232,2.25609,4.75571,-40.39335,-41.53882,4.50684,4.45445,4.25704,4.02723,3.90399,3.79398,3.59235,3.27699,2.59129,2.95456,3.29637,3.90675,3.98616,4.16674,4.18557,3.9781,3.88143,3.74642,3.99629,3.69238,2.34156,2.54269,2.5421,2.4739,2.43841,2.42005,2.26986,2.2397,222.9,219.2,217.41802,210.1,1.7491,1.55442,1.59138
9/30/2022,27.42914,6.32041,5.57706,2.67119,5.42606,-40.21154,-40.69141,4.51532,4.48074,4.29943,4.09526,3.97001,3.85767,3.66696,3.35641,2.67219,3.04083,3.25943,3.91076,4.01757,4.20645,4.23623,4.03948,3.94329,3.80341,4.06907,3.76332,2.33859,2.50835,2.4959,2.41301,2.38425,2.37381,2.23399,2.205,215.8,214.5,212.37545,206.7,1.88148,1.65841,1.69632
10/3/2022,30.38537,9.02165,6.08127,2.78845,4.00271,-43.41649,-42.92602,4.49333,4.40801,4.20196,3.94333,3.80154,3.6896,3.55688,3.27514,2.72799,2.97576,3.34882,3.97568,3.99532,4.10416,4.11174,3.88251,3.77365,3.64957,3.99105,3.7044,2.56999,2.66743,2.62423,2.55597,2.50604,2.47231,2.32411,2.28705,230.6,224.6,219.65475,215.6396,1.57651,1.40357,1.548004
